132c931102ce,0.03%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,6.99%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,91.54%,1.014GiB / 4GiB,162MB / 551kB
62ff5cd784ca,0.04%,168.4MiB / 5GiB,88kB / 91.9kB
687dcfdbd41b,2.56%,33.11MiB / 4GiB,48.6MB / 771kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 561kB
c050eff10e05,1.82%,43.54MiB / 4GiB,967kB / 48.8MB
132c931102ce,0.03%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,91.54%,1.014GiB / 4GiB,162MB / 551kB
62ff5cd784ca,0.04%,168.4MiB / 5GiB,88kB / 91.9kB
687dcfdbd41b,2.56%,33.11MiB / 4GiB,48.6MB / 771kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 561kB
c050eff10e05,1.82%,43.54MiB / 4GiB,967kB / 48.8MB
132c931102ce,0.03%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,63.71%,1.014GiB / 4GiB,177MB / 620kB
62ff5cd784ca,0.05%,168.4MiB / 5GiB,88kB / 91.9kB
687dcfdbd41b,0.07%,33.11MiB / 4GiB,48.6MB / 771kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 561kB
c050eff10e05,0.00%,43.54MiB / 4GiB,967kB / 48.8MB
132c931102ce,0.09%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,63.71%,1.014GiB / 4GiB,177MB / 620kB
62ff5cd784ca,0.05%,168.4MiB / 5GiB,88kB / 91.9kB
687dcfdbd41b,0.07%,33.11MiB / 4GiB,48.6MB / 771kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 561kB
c050eff10e05,0.00%,43.54MiB / 4GiB,967kB / 48.8MB
132c931102ce,0.09%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,167.98%,1.072GiB / 4GiB,181MB / 635kB
62ff5cd784ca,0.05%,168.4MiB / 5GiB,88kB / 91.9kB
687dcfdbd41b,2.89%,33.11MiB / 4GiB,48.6MB / 772kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 561kB
c050eff10e05,2.37%,43.54MiB / 4GiB,968kB / 48.8MB
132c931102ce,0.01%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.01%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,167.98%,1.072GiB / 4GiB,181MB / 635kB
62ff5cd784ca,0.05%,168.4MiB / 5GiB,88kB / 91.9kB
687dcfdbd41b,2.89%,33.11MiB / 4GiB,48.6MB / 772kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 561kB
c050eff10e05,2.37%,43.54MiB / 4GiB,968kB / 48.8MB
132c931102ce,0.01%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.01%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,200.05%,1.084GiB / 4GiB,181MB / 635kB
62ff5cd784ca,0.05%,168.4MiB / 5GiB,88kB / 91.9kB
687dcfdbd41b,0.07%,33.11MiB / 4GiB,48.6MB / 772kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 561kB
c050eff10e05,0.00%,43.54MiB / 4GiB,968kB / 48.8MB
132c931102ce,0.02%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,200.05%,1.084GiB / 4GiB,181MB / 635kB
62ff5cd784ca,0.05%,168.4MiB / 5GiB,88kB / 91.9kB
687dcfdbd41b,0.07%,33.11MiB / 4GiB,48.6MB / 772kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 561kB
c050eff10e05,0.00%,43.54MiB / 4GiB,968kB / 48.8MB
132c931102ce,0.02%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,101.04%,1.036GiB / 4GiB,193MB / 688kB
62ff5cd784ca,0.11%,168.4MiB / 5GiB,90kB / 94.2kB
687dcfdbd41b,2.64%,33.11MiB / 4GiB,48.6MB / 773kB
c9fca3d9fae1,0.51%,679.2MiB / 10GiB,45.4MB / 563kB
c050eff10e05,2.18%,43.54MiB / 4GiB,971kB / 48.8MB
132c931102ce,0.04%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,101.04%,1.036GiB / 4GiB,193MB / 688kB
62ff5cd784ca,0.11%,168.4MiB / 5GiB,90kB / 94.2kB
687dcfdbd41b,2.64%,33.11MiB / 4GiB,48.6MB / 773kB
c9fca3d9fae1,0.51%,679.2MiB / 10GiB,45.4MB / 563kB
c050eff10e05,2.18%,43.54MiB / 4GiB,971kB / 48.8MB
132c931102ce,0.04%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,54.12%,1.036GiB / 4GiB,204MB / 731kB
62ff5cd784ca,0.06%,168.4MiB / 5GiB,90kB / 94.2kB
687dcfdbd41b,0.06%,33.11MiB / 4GiB,48.6MB / 773kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 563kB
c050eff10e05,0.00%,43.54MiB / 4GiB,971kB / 48.8MB
132c931102ce,0.02%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,54.12%,1.036GiB / 4GiB,204MB / 731kB
62ff5cd784ca,0.06%,168.4MiB / 5GiB,90kB / 94.2kB
687dcfdbd41b,0.06%,33.11MiB / 4GiB,48.6MB / 773kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 563kB
c050eff10e05,0.00%,43.54MiB / 4GiB,971kB / 48.8MB
132c931102ce,0.02%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,167.32%,1.084GiB / 4GiB,207MB / 739kB
62ff5cd784ca,0.06%,168.4MiB / 5GiB,90kB / 94.2kB
687dcfdbd41b,2.86%,33.11MiB / 4GiB,48.6MB / 774kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 563kB
c050eff10e05,2.32%,43.54MiB / 4GiB,972kB / 48.8MB
132c931102ce,0.01%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,167.32%,1.084GiB / 4GiB,207MB / 739kB
62ff5cd784ca,0.06%,168.4MiB / 5GiB,90kB / 94.2kB
687dcfdbd41b,2.86%,33.11MiB / 4GiB,48.6MB / 774kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 563kB
c050eff10e05,2.32%,43.54MiB / 4GiB,972kB / 48.8MB
132c931102ce,0.01%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,184.23%,1.044GiB / 4GiB,207MB / 739kB
62ff5cd784ca,0.06%,168.4MiB / 5GiB,90.1kB / 94.2kB
687dcfdbd41b,0.08%,33.11MiB / 4GiB,48.6MB / 774kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 563kB
c050eff10e05,0.01%,43.54MiB / 4GiB,972kB / 48.8MB
132c931102ce,0.05%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,184.23%,1.044GiB / 4GiB,207MB / 739kB
62ff5cd784ca,0.06%,168.4MiB / 5GiB,90.1kB / 94.2kB
687dcfdbd41b,0.08%,33.11MiB / 4GiB,48.6MB / 774kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 563kB
c050eff10e05,0.01%,43.54MiB / 4GiB,972kB / 48.8MB
132c931102ce,0.05%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,72.74%,1021MiB / 4GiB,218MB / 779kB
62ff5cd784ca,0.06%,168.4MiB / 5GiB,90.1kB / 94.2kB
687dcfdbd41b,2.68%,33.11MiB / 4GiB,48.6MB / 775kB
c9fca3d9fae1,0.02%,679.2MiB / 10GiB,45.4MB / 563kB
c050eff10e05,2.33%,43.54MiB / 4GiB,973kB / 48.8MB
132c931102ce,0.02%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,3.25%,48.94MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,72.74%,1021MiB / 4GiB,218MB / 779kB
62ff5cd784ca,0.06%,168.4MiB / 5GiB,90.1kB / 94.2kB
687dcfdbd41b,2.68%,33.11MiB / 4GiB,48.6MB / 775kB
c9fca3d9fae1,0.02%,679.2MiB / 10GiB,45.4MB / 563kB
c050eff10e05,2.33%,43.54MiB / 4GiB,973kB / 48.8MB
132c931102ce,0.02%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,3.25%,48.94MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,63.28%,1020MiB / 4GiB,234MB / 861kB
62ff5cd784ca,20.05%,169.5MiB / 5GiB,102kB / 105kB
687dcfdbd41b,2.65%,33.11MiB / 4GiB,48.6MB / 780kB
c9fca3d9fae1,0.54%,679.2MiB / 10GiB,45.4MB / 565kB
c050eff10e05,2.96%,43.54MiB / 4GiB,979kB / 48.8MB
132c931102ce,0.10%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,3.95%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,63.28%,1020MiB / 4GiB,234MB / 861kB
62ff5cd784ca,20.05%,169.5MiB / 5GiB,102kB / 105kB
687dcfdbd41b,2.65%,33.11MiB / 4GiB,48.6MB / 780kB
c9fca3d9fae1,0.54%,679.2MiB / 10GiB,45.4MB / 565kB
c050eff10e05,2.96%,43.54MiB / 4GiB,979kB / 48.8MB
132c931102ce,0.10%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,3.95%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,181.36%,1.068GiB / 4GiB,234MB / 861kB
62ff5cd784ca,0.07%,169.5MiB / 5GiB,102kB / 105kB
687dcfdbd41b,2.46%,33.11MiB / 4GiB,48.6MB / 781kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 565kB
c050eff10e05,2.13%,43.54MiB / 4GiB,980kB / 48.8MB
132c931102ce,0.29%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,181.36%,1.068GiB / 4GiB,234MB / 861kB
62ff5cd784ca,0.07%,169.5MiB / 5GiB,102kB / 105kB
687dcfdbd41b,2.46%,33.11MiB / 4GiB,48.6MB / 781kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 565kB
c050eff10e05,2.13%,43.54MiB / 4GiB,980kB / 48.8MB
132c931102ce,0.29%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,180.06%,1.148GiB / 4GiB,234MB / 861kB
62ff5cd784ca,0.05%,169.5MiB / 5GiB,102kB / 105kB
687dcfdbd41b,0.06%,33.11MiB / 4GiB,48.6MB / 781kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 565kB
c050eff10e05,0.71%,43.54MiB / 4GiB,980kB / 48.8MB
132c931102ce,3.53%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,180.06%,1.148GiB / 4GiB,234MB / 861kB
62ff5cd784ca,0.05%,169.5MiB / 5GiB,102kB / 105kB
687dcfdbd41b,0.06%,33.11MiB / 4GiB,48.6MB / 781kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 565kB
c050eff10e05,0.71%,43.54MiB / 4GiB,980kB / 48.8MB
132c931102ce,3.53%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,68.96%,1.032GiB / 4GiB,245MB / 920kB
62ff5cd784ca,0.07%,169.5MiB / 5GiB,102kB / 105kB
687dcfdbd41b,2.87%,33.11MiB / 4GiB,48.6MB / 782kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 565kB
c050eff10e05,2.35%,43.54MiB / 4GiB,981kB / 48.8MB
132c931102ce,0.21%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.01%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,68.96%,1.032GiB / 4GiB,245MB / 920kB
62ff5cd784ca,0.07%,169.5MiB / 5GiB,102kB / 105kB
687dcfdbd41b,2.87%,33.11MiB / 4GiB,48.6MB / 782kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 565kB
c050eff10e05,2.35%,43.54MiB / 4GiB,981kB / 48.8MB
132c931102ce,0.21%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.01%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,71.52%,1.08GiB / 4GiB,259MB / 978kB
62ff5cd784ca,0.08%,169.5MiB / 5GiB,102kB / 105kB
687dcfdbd41b,0.07%,33.11MiB / 4GiB,48.6MB / 782kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 565kB
c050eff10e05,0.00%,43.54MiB / 4GiB,981kB / 48.8MB
132c931102ce,0.03%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,71.52%,1.08GiB / 4GiB,259MB / 978kB
62ff5cd784ca,0.08%,169.5MiB / 5GiB,102kB / 105kB
687dcfdbd41b,0.07%,33.11MiB / 4GiB,48.6MB / 782kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 565kB
c050eff10e05,0.00%,43.54MiB / 4GiB,981kB / 48.8MB
132c931102ce,0.03%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,199.61%,1.104GiB / 4GiB,259MB / 978kB
62ff5cd784ca,0.15%,169.5MiB / 5GiB,104kB / 108kB
687dcfdbd41b,2.53%,33.12MiB / 4GiB,48.6MB / 784kB
c9fca3d9fae1,0.53%,679.2MiB / 10GiB,45.4MB / 566kB
c050eff10e05,2.09%,43.54MiB / 4GiB,982kB / 48.8MB
132c931102ce,0.01%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,199.61%,1.104GiB / 4GiB,259MB / 978kB
62ff5cd784ca,0.15%,169.5MiB / 5GiB,104kB / 108kB
687dcfdbd41b,2.53%,33.12MiB / 4GiB,48.6MB / 784kB
c9fca3d9fae1,0.53%,679.2MiB / 10GiB,45.4MB / 566kB
c050eff10e05,2.09%,43.54MiB / 4GiB,982kB / 48.8MB
132c931102ce,0.01%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,179.44%,1.056GiB / 4GiB,259MB / 980kB
62ff5cd784ca,0.05%,169.5MiB / 5GiB,104kB / 108kB
687dcfdbd41b,0.07%,33.12MiB / 4GiB,48.6MB / 784kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 566kB
c050eff10e05,0.00%,43.54MiB / 4GiB,982kB / 48.8MB
132c931102ce,2.50%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,179.44%,1.056GiB / 4GiB,259MB / 980kB
62ff5cd784ca,0.05%,169.5MiB / 5GiB,104kB / 108kB
687dcfdbd41b,0.07%,33.12MiB / 4GiB,48.6MB / 784kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 566kB
c050eff10e05,0.00%,43.54MiB / 4GiB,982kB / 48.8MB
132c931102ce,2.50%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,55.95%,1.056GiB / 4GiB,273MB / 1.07MB
62ff5cd784ca,0.06%,169.5MiB / 5GiB,104kB / 108kB
687dcfdbd41b,2.09%,33.12MiB / 4GiB,48.6MB / 785kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 566kB
c050eff10e05,2.23%,43.54MiB / 4GiB,983kB / 48.8MB
132c931102ce,0.08%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,55.95%,1.056GiB / 4GiB,273MB / 1.07MB
62ff5cd784ca,0.06%,169.5MiB / 5GiB,104kB / 108kB
687dcfdbd41b,2.09%,33.12MiB / 4GiB,48.6MB / 785kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 566kB
c050eff10e05,2.23%,43.54MiB / 4GiB,983kB / 48.8MB
132c931102ce,0.08%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,76.85%,1.056GiB / 4GiB,288MB / 1.16MB
62ff5cd784ca,0.04%,169.5MiB / 5GiB,104kB / 108kB
687dcfdbd41b,0.07%,33.12MiB / 4GiB,48.6MB / 785kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 566kB
c050eff10e05,0.01%,43.54MiB / 4GiB,983kB / 48.8MB
132c931102ce,0.02%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,76.85%,1.056GiB / 4GiB,288MB / 1.16MB
62ff5cd784ca,0.04%,169.5MiB / 5GiB,104kB / 108kB
687dcfdbd41b,0.07%,33.12MiB / 4GiB,48.6MB / 785kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 566kB
c050eff10e05,0.01%,43.54MiB / 4GiB,983kB / 48.8MB
132c931102ce,0.02%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,0.00%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,194.29%,1.065GiB / 4GiB,288MB / 1.16MB
62ff5cd784ca,0.05%,169.5MiB / 5GiB,104kB / 108kB
687dcfdbd41b,2.91%,33.12MiB / 4GiB,48.6MB / 786kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 566kB
c050eff10e05,2.34%,43.54MiB / 4GiB,984kB / 48.8MB
132c931102ce,0.01%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,6.93%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,194.29%,1.065GiB / 4GiB,288MB / 1.16MB
62ff5cd784ca,0.05%,169.5MiB / 5GiB,104kB / 108kB
687dcfdbd41b,2.91%,33.12MiB / 4GiB,48.6MB / 786kB
c9fca3d9fae1,0.01%,679.2MiB / 10GiB,45.4MB / 566kB
c050eff10e05,2.34%,43.54MiB / 4GiB,984kB / 48.8MB
132c931102ce,0.01%,106.2MiB / 15.42GiB,70kB / 17.9kB
f1b80b6acbdb,6.93%,47.26MiB / 15.42GiB,25kB / 25.2kB
[2J[H870f81ed520b,197.95%,1.137GiB / 4GiB,288MB / 1.16MB
62ff5cd784ca,14.55%,170.6MiB / 5GiB,111kB / 115kB
687dcfdbd41b,1.72%,33.12MiB / 4GiB,48.6MB / 789kB
c9fca3d9fae1,0.44%,679.2MiB / 10GiB,45.4MB / 568kB
c050eff10e05,1.77%,43.54MiB / 4GiB,988kB / 48.8MB
132c931102ce,0.06%,106.2MiB / 15.42GiB,70kB / 17.9kB
